planet_mass,planet_radius,orbital_period,orbital_radius,star_mass,star_radius,star_luminosity
8.1039,2.7327999999999997,20.66186,0.1399,0.86,0.84,2.433011725460542
6.70558,3.2703999999999995,31.7142,0.1862,0.86,0.84,2.4613332383288276
2.09748,1.008,4.34882,0.04951,0.86,0.84,2.81685767739218
1175.8600000000001,5.04,5.424865,0.0409,0.56,1.05,1.5575755532181397
565.6840000000001,13.944,2.995633,0.0426,1.15,1.44,3.5822360319627253
3.899406,1.4336,1.422614,0.0223,0.79,0.72,2.499103245733816
7.798812,3.1169599999999997,5.3410507,0.054,0.79,0.72,2.41362704115467
28.602,6.272,4.60543,0.062,0.66,2.97,1.924422513852144
6.479941999999999,2.1728,10.054626,0.0775,0.6,0.56,1.723203425108193
2.138794,1.8479999999999999,24.646582,0.1405,0.6,0.56,1.6288604112275453
2.799818,1.512,44.55646,0.2086,0.6,0.56,1.8959842948181505
9.18442,2.5984,12.20772,0.098,0.85,0.81,2.5178106135127125
43.85640000000001,3.8192,2.849258,0.03486,0.7,0.63,2.158028252173208
135.3828,7.6496,3.00265,0.045,0.97,1.12,3.0078937225219575
21.298956,2.4863999999999997,5.06963,0.05983,1.11,1.67,3.7135472128142406
11.79038,4.08688,10.99475,0.0987,1.06,1.28,3.4665881460803867
37.88176,7.5936,9.726618,0.094,1.16,1.4,3.7692485120846753
8.8984,2.5984,13.733314,0.096,0.63,0.62,2.0156714806594747
530.726,3.8751999999999995,10.134016,0.0696,0.44,0.42,1.119853929487591
32.09780000000001,5.1968,10.136448,0.0974,1.2,1.57,3.7641427161077003
276.486,11.7152,18.24783,0.153,1.63,2.63,5.762102003273156
215.78620000000004,15.6688,4.166285,0.0525,1.112,1.209,3.650593979854033
61.971000000000004,14.559999999999999,4.736529,0.06229,1.438,2.72,5.072403799460712
301.91,20.048,5.0316144,0.0617,1.239,1.291,4.215950828124992
292.37600000000003,16.1616,3.329441,0.04613,1.181,1.481,4.145277437927327
873.95,15.847999999999999,0.9689951,0.02044,1.211,1.36,4.088147045140743
416.31800000000004,17.08,3.0801716,0.04881,1.635,1.645,6.079798400290284
375.004,17.584,2.8717518,0.0455,1.524,1.908,5.7153869778276745
8653.694000000001,12.879999999999999,1.217514,0.02472,1.335,1.471,4.306273165650077
1242.5980000000002,17.7632,3.6127647,0.05224,1.458,1.638,5.499440395113404
1172.682,13.44,1.38665318,0.0248,1.05,1.11,3.152388320529806
298.0964,14.817599999999999,2.255251,0.03302,0.942,0.996,2.733626159909684
472.2508,14.6272,4.1137914,0.05498,1.31,1.842,4.590159323315041
450.6404,14.929599999999999,2.7033902,0.04117,1.282,1.482,3.9043291069954678
280.9352,19.1072,2.9895933,0.04321,1.204,1.61,4.458640807264225
140.4676,13.216,7.845582,0.08,1.126,1.529,3.960574662906034
394.072,14.481599999999998,2.734784,0.0446,1.535,1.732,5.332380698904394
277.7572,20.832,3.24406,0.04571,1.211,1.67,4.179873958649065
50.848000000000006,5.712,3.4876812,0.0474,1.17,1.56,3.710700189422664
3.1780000000000004,1.2544,6.02976,0.0684,1.17,1.56,3.767438474005262
8.8984,2.2176,16.1457,0.117,0.81,0.76,2.3580532694833662
5.199208,0.8847999999999999,27.4536,0.165,0.81,0.76,2.6931159957172013
9.8518,3.3711999999999995,15.9654,0.133,1.09,1.44,3.341698827217092
36.229200000000006,5.1408,179.612,0.6679,1.09,1.44,3.4554440115426615
5.30726,3.1024000000000003,11.427548,0.094,0.81,1.35,2.3386279371425136
7.69076,3.1248,23.668205,0.153,0.81,1.35,2.32696818637896
9.88358,3.5728,51.755394,0.257,0.81,1.35,2.6506552595834387
5.0848,4.804799999999999,5.4122,0.066,0.96,0.89,2.581280664871561
4.598566,1.3104,7.1262,0.072,0.96,0.89,3.1825206630094174
3.508512,1.5344,3.1800218,0.04544,1.24,1.45,4.563978816315543
9.387812,1.5903999999999998,4.901452,0.06064,1.24,1.45,4.297758498245953
8.599668000000001,2.9008,14.749143,0.12639,1.24,1.45,4.10987353831016
4.6081,1.4784,0.837491,0.0172,0.91,1.06,2.610654424252633
7.369782,2.3486399999999996,45.2946,0.241,0.91,1.06,2.7359817437002896
6.9916,1.2544,5.188549,0.053,0.71,0.67,1.97223637848684
2.8602,1.6015999999999997,8.041,0.07,0.71,0.67,1.774151307259043
3.8136,2.5312,11.776,0.09,0.71,0.67,1.8683113693354083
29.8732,8.0528,18.7959228,0.1445,1.13,1.61,3.836160663956562
584.7520000000001,12.331199999999999,50.790391,0.2804,1.13,1.61,3.678484619457006
1.9068,1.8032,10.3039,0.091,0.96,1.06,3.0212859237575564
2.8602,2.8672,13.0241,0.107,0.96,1.06,2.790924121537583
7.3094,3.1136,22.6845,0.155,0.96,1.06,3.170273338984559
7.945,4.1888,31.9996,0.195,0.96,1.06,3.097280540637899
1.9068,2.4863999999999997,46.6888,0.25,0.96,1.06,3.335935869459701
25.1062,3.3263999999999996,118.3807,0.466,0.96,1.06,2.9330918385957085
137.2896,19.6448,4.4379629,0.0553,1.17,1.48,3.8599779532058536
1677.9840000000002,12.409600000000001,217.83184,0.753,1.2,1.29,3.5705800426134413
209.74800000000002,10.751999999999999,4.942782,0.05714,1.02,0.99,3.224417054063668
4.998994000000001,2.2064,11.8728787,0.103,1.03,1.03,3.5615888587771223
47.79712000000001,5.0176,31.562,0.1974,1.03,1.1,3.095590547372045
1868.664,11.984,3.84937278,0.0544,1.45,2.89,5.516340898258802
1.9068,1.1984,21.803855,0.1405,0.77,0.73,2.4373949009743687
1271.2,10.1472,1071.23228,1.89,0.77,0.73,2.031879646583782
105.82740000000001,8.44256,228.776,0.7048,0.8499,0.65,2.753844602679696
4.468268,2.02832,9.03502,0.08,0.838,0.768,2.3737981777421386
5.41849,2.04848,11.28,0.0416,0.838,0.768,2.434662675018697
1461.8799999999999,9.952319999999999,737.1131,1.64,1.088,1.117,3.5902770197768334
778.6100000000001,14.671999999999999,1.4857108,0.02591,1.16,1.05,3.6293417573889433
6.9916,1.9935999999999998,3.504725,0.0447,0.97,1.11,3.047779188955953
17.1612,5.4879999999999995,7.64159,0.0752,0.97,1.11,2.616885459897416
16.5256,6.9776,14.85888,0.1172,0.97,1.11,3.145027811590746
8.399454,2.2176,9.28716,0.085,0.94,0.86,2.8290260432490895
9.699256,1.8704,3.69611525,0.0463,0.95,0.96,3.226951627351326
12.750136000000001,3.0464,10.85409089,0.0949,0.95,0.96,3.035176843394814
10.067904,2.7439999999999998,77.61130017,0.3506,0.95,0.96,2.898431925820504
14.301,0.9967999999999999,19.57758478,0.1396,0.95,0.96,3.0074931157442615
5.078444,1.6351999999999998,2.78578,0.042717,1.41,1.9,5.74112068901258
7.398384,2.9904,7.38449,0.073,1.12,1.72,3.7931425306204782
5.100689999999999,3.4383999999999997,9.84564,0.088,1.12,1.72,3.9069677798542495
7.999026000000001,5.2304,14.78869,0.116,1.12,1.72,3.8436027870481526
4.798780000000001,4.592,19.72567,0.14,1.12,1.72,3.877917700152312
35.9114,2.3743999999999996,289.8623,0.849,0.97,0.98,3.2405573330245048
254.24,1.904,7.1073,0.075,1.11,1.55,3.608269829871546
858.0600000000001,3.1919999999999997,10.7421,0.099,1.11,1.55,4.1158447325103475
17.479,2.1952,15.274299,0.124,1.11,1.55,3.1944358831615585
508.48,2.3968,8.1453,0.08,1.03,1.29,3.385617002498076
508.48,2.8,12.3335,0.106,1.03,1.29,3.122885860097285
8.7395,2.7439999999999998,6.238297,0.068,1.19,1.31,3.8162775022479396
15.22262,5.208,12.7207,0.11,1.19,1.31,4.02243296961371
5.119758,2.7775999999999996,12.28,0.085,0.54,0.51,1.5090984988311245
6.200278,2.7215999999999996,17.2559,0.107,0.54,0.51,1.4487732549170569
49.259,4.3008,35.736,0.232,1.23,1.75,4.888171499141102
37.5004,3.1024000000000003,54.414,0.30728,1.23,1.75,4.406909680856699
2895.158,3.9983999999999997,15.3348,0.118,0.65,0.59,1.7919528383807397
4385.64,4.8944,31.3309,0.191,0.65,0.59,1.9808779404010446
7.3094,2.1504,34.545,0.21,1.08,1.0,3.3380850457168805
133.476,11.5808,125.8518,0.51,1.08,1.0,3.7471747503876673
4.1314,2.6767999999999996,66.0634,0.33,1.08,1.0,3.609458990107118
479.87800000000004,3.5951999999999997,5.9123,0.062,0.75,0.7,2.60357409271603
432.208,3.3935999999999997,8.9858,0.081,0.75,0.7,2.0114836087969636
4.998994000000001,2.5423999999999998,10.33974,0.09,0.76,0.73,2.2127042812839735
4.5000480000000005,2.3407999999999998,13.28613,0.11,0.76,0.73,2.0020435143237885
10.487400000000001,3.5951999999999997,5.487,0.05856,0.83,0.79,2.7168585882362466
6.0382,3.2927999999999997,8.291,0.07711,0.83,0.79,2.626185571768722
11.4408,3.8975999999999993,29.33434,0.18,0.99,0.95,3.3317704812127733
638.7779999999999,12.286399999999999,60.323105,0.3,0.99,0.95,2.8144006862863775
23.1994,8.792,143.34394,0.5,0.99,0.95,3.2892487250025777
1493.66,5.297599999999999,42.6318,0.26,1.21,1.22,4.109865959487876
2161.04,3.8975999999999993,87.6451,0.4,1.21,1.22,4.6126383792391925
1302.98,2.1952,5.90124,0.05,0.58,0.53,1.7353788782269386
158.9,1.9935999999999998,8.7522,0.09,0.58,0.53,1.7209247916095487
30.60414,2.4415999999999998,13.726976,0.117,1.1,1.74,3.371514514188705
3.8294900000000003,1.5008,13.86825,0.1153,1.03,1.63,2.8812145740760022
7.128254,3.6736,16.21865,0.1283,1.03,1.63,2.7714954785371675
5.4026000000000005,1.9375999999999998,39.7922,0.2109,0.87,0.79,3.001716623267675
120.76400000000001,4.367999999999999,105.595,0.4644,0.949,1.757,2.9579268196899546
450.0048,3.5391999999999997,20.485435,0.161,1.22,3.57,3.6550897291792235
75.6364,3.4943999999999997,42.994,0.36709,0.81,1.17,2.317847036245423
17.7968,5.297599999999999,88.505,0.22662,0.81,1.17,2.203133130666545
6387.780000000001,13.888,21.08721,0.164,1.29,1.4,4.563291652434929
699.1600000000001,13.104,6.87349,0.08,1.48,2.13,5.739345789252971
25.59879,2.3968,3.005156,0.0375,0.87,0.82,2.5680676792674855
26.396468,4.4128,7.834435,0.0739,0.87,0.82,2.2581202102652993
15.197196000000002,3.3151999999999995,58.02035,0.279,0.87,0.82,3.009417621067719
299.0498,15.019199999999998,1.7208604,0.02897,1.17,1.29,3.372995357335748
67.0558,4.3467199999999995,66.262,0.3553,1.3623,0.7761,5.051901441639643
794.5,10.751999999999999,69.7546,0.37,1.39,1.74,4.900188026169674
177.96800000000002,14.447999999999999,1.8555582,0.03101,1.15,1.29,3.7388793841074883
136.654,12.879999999999999,7.8914483,0.082,1.15,1.24,3.835099489588437
189.091,13.350399999999999,2.6843285,0.03585,0.85,0.95,2.4420963884588422
327.334,9.968,3.3118644,0.044,1.01,0.94,3.0736842351147406
79.45,10.9536,3.79701816,0.0464,0.93,0.86,3.0513170292540144
108.052,12.208,3.21751883,0.0414,0.91,0.92,2.9951087113184074
92.16199999999999,13.776,10.290994,0.091,0.96,1.35,2.974235065094024
403.606,12.096,3.52563254,0.0433,0.87,0.8,2.529491226796107
1719.298,12.824,52.501129,0.301,1.32,4.06,4.499752130843298
896.196,16.24,5.33408384,0.0679,1.46,2.26,5.213470870610291
908.908,12.655999999999999,12.8747099,0.1143,1.2,1.38,4.018667282627003
1026.4940000000001,13.652800000000001,3.0240949,0.046,1.32,1.42,4.335457395430844
435.386,18.479999999999997,7.79430132,0.0769,1.0,1.05,3.028439300371158
317.8,12.208,3.2467293,0.0446,1.12,1.35,3.8083138542664003
6.05409,2.352,10.57,0.0954,0.85,1.05,2.6990681189757413
160.489,10.751999999999999,2.455239,0.03,0.59,0.55,1.552592180665773
1906.8000000000002,9.0496,33.60134,0.1968,0.902,0.79,3.052768732508992
19.017152,7.034719999999999,187.35,0.6992,1.043,0.964,3.1516574285065855
24.4706,3.9983999999999997,3.21346,0.0456,1.22,1.49,4.054198529817967
31.78,1.7135999999999998,7.81254,0.077,1.24,1.58,4.092017633414933
34.958,2.1728,9.37647,0.087,1.24,1.58,4.126657296106418
2.2246,7.0896,45.154,0.2514,1.04,0.94,3.721698922745599
4.1314,8.9936,85.312,0.384,1.04,0.94,3.4945286136816103
7.6272,9.687999999999999,130.194,0.509,1.04,0.94,3.189771885438883
10.59863,2.2176,81.73778,0.4669,0.89,0.87,2.712435417849534
308.266,8.366399999999999,125.63243,0.4988,1.05,0.95,3.4310971067005083
22.246000000000002,6.507199999999999,10.5016,0.1028,1.32,4.23,5.035204981034399
181.146,9.7888,21.40239,0.1652,1.32,4.23,4.375806893779604
651.49,1.0976,11.8681707,0.112,1.04,0.94,3.3397022975115362
435.386,1.9823999999999997,17.9801235,0.148,1.04,0.94,3.3564217911726937
670.8758000000001,15.971199999999998,3.5484657,0.0538,1.37,1.79,4.994118445622496
4.188604000000001,1.7135999999999998,7.1334,0.07497,1.04,1.26,3.5673317008901
3.8485579999999997,1.904,8.9187,0.08701,1.04,1.26,3.520847168635564
4.1600019999999995,1.9935999999999998,11.8981,0.10548,1.04,1.26,3.282097500810454
9.534,1.3104,5.714932,0.0553,0.69,0.64,2.0909404748235527
13.9832,1.9487999999999996,18.16406,0.12,0.69,0.64,1.973920068558325
35.9114,1.6127999999999998,122.3874,0.427,0.69,0.64,1.862591094539392
34.958,1.4112,267.291,0.718,0.69,0.64,1.9001623356125419
120.1284,6.104,9.4341505,0.08,0.98,0.9,2.93284137378084
26.695200000000003,2.576,5.859944,0.068,1.25,1.41,4.668787877497599
10.805200000000001,1.5232,8.13123,0.084,1.25,1.41,4.6275546671980266
14.9366,2.8,17.815815,0.1352,1.04,0.97,2.9337377970712897
14.9366,2.9344,15.7259,0.1171,0.86,0.78,2.408472272776194
7.649446,2.3072,5.3988,0.0617,1.08,1.24,3.7210813942244325
2.040276,0.9262399999999998,9.6051,0.09059,1.08,1.24,3.697037746103852
212.29040000000003,14.6048,3.2346996,0.04852,1.21,1.39,4.424448664744448
200.214,10.751999999999999,7.340711,0.0781,1.18,1.12,4.164785405605633
3209.78,11.76,8.8849116,0.0818,0.91,0.89,2.87469658715735
638.7779999999999,15.232,1.5449298,0.0274,1.2,1.32,3.6022497348073346
136.654,10.751999999999999,3.57878087,0.04501,0.95,0.99,2.7074380866405696
10.90054,3.472,13.4845,0.117,1.17,1.3,4.241041627620227
6.0382,3.7184,27.4029,0.187,1.17,1.3,3.912060736748212
6.0382,7.1568,52.0902,0.287,1.17,1.3,4.406643836883076
4.1314,3.4831999999999996,81.0659,0.386,1.17,1.3,3.5978295974480603
140.1498,18.1664,4.8854892,0.06067,1.36,1.97,4.904923839891644
6.92804,2.6655999999999995,7.05246,0.0648,0.73,0.68,2.1769273936663365
6.740538,2.7327999999999997,9.52355,0.0792,0.73,0.68,1.8805973934613658
6.750071999999999,1.5232,3.07222,0.0372,0.73,0.68,2.0636281152296516
4.128222,1.6015999999999997,4.64489,0.0491,0.73,0.68,2.1199744477615123
12.149494,4.0656,26.44,0.1683,0.91,0.9,3.065753039891117
13.897394,5.331199999999999,51.54,0.2626,0.91,0.9,2.568053106023174
14.777700000000001,1.9711999999999998,8.306,0.07891,0.95,0.89,2.7352684476769875
18.7502,2.1728,12.513,0.10369,0.95,0.89,3.0341163139564804
108.79883,9.481919999999999,282.5254,0.824,0.94,1.0,3.2048713544045304
324.156,13.484799999999998,114.73635,0.481,1.1,1.82,3.4990910555759136
6.356000000000001,6.1376,191.2318,0.676,1.1,1.82,3.434561635583178
10.487400000000001,1.7135999999999998,3.743208,0.05119,1.28,1.52,3.987331261388224
15.5722,4.311999999999999,10.423648,0.1013,1.28,1.52,4.7039461898644745
106.14520000000002,11.255999999999998,22.342989,0.1684,1.28,1.52,4.211958383692302
34.958,6.552,54.32031,0.3046,1.28,1.52,3.9737019508906455
187.502,15.859199999999998,3.5224991,0.0474,1.21,1.49,4.097473198887641
4.5445400000000005,1.568,4.72674,0.053,1.09,0.98,3.6278070930976463
43.395590000000006,8.288,19.23891,0.143,1.02,0.96,3.383130312110876
29.898624,8.075199999999999,38.9853,0.227,1.02,0.96,3.45291061696119
5.2495044520618,1.6351999999999998,1.592851,0.0273,1.02,0.96,3.2715463167706926
460.81,10.527999999999999,86.647661,0.382,0.99,1.13,3.0136060759188603
349.58000000000004,13.776,17.855182,0.154,1.5,1.4,5.609987348653952
4.598566,1.904,20.4415,0.14728,1.02,0.97,3.1625920507778105
9.000096000000001,1.904,13.6088,0.112293,1.02,0.97,3.1798676372455423
70.99652,8.85248,134.4786723,0.5187,1.08,1.14,3.412230193834565
15.000160000000001,5.43536,284.060953,0.8539,1.08,1.14,3.2693095814905613
613.354,11.088,141.241671,0.534,1.01,0.96,3.1783785956854778
17.28832,4.3008,4.2881785,0.0504,0.928,0.818,2.9315752812989295
346.40200000000004,11.536,1.706291,0.0269,0.892,0.907,2.4608757247694064
4.6081,1.3887999999999998,1.4015,0.02091,0.62,0.6,1.7246545374767288
4.19496,1.087184,3.81433,0.0404,0.502,0.501,1.4128188905251264
30.79482,4.692799999999999,4.052037,0.0417,0.59,0.584,1.523828327918896
29.317050000000002,4.71632,0.7920641,0.01679,1.0,0.92,3.0011587937612845
257.418,9.968,3.91405,0.0464,0.87,0.82,2.458814929512298
1646.204,14.2464,5.5514926,0.06971,1.461,1.506,5.252066555690503
117.586,9.2176,35.455285,0.2,0.862,0.832,2.412147979834937
66.1024,11.7376,7.532806,0.0757,1.021,1.589,3.270140961867437
1538.152,12.790399999999998,4.119027,0.0549,1.3,1.788,4.19263122589965
29.2376,4.928,3.5357173,0.0403,0.898,0.842,2.5712460911911115
238.6678,12.32,3.27623,0.0441,0.995,0.954,3.051055394259276
211.97260000000003,14.559999999999999,4.84532,0.0523,1.002,1.213,3.245168922403767
242.7992,13.888,3.24253,0.0391,1.025,1.337,3.127973280783742
129.9802,13.552,3.05125,0.0448,1.003,1.392,3.2817385349759087
258.0536,14.895999999999999,2.647298,0.0326,0.617,0.573,1.547309169388198
947.044,11.984,54.18915,0.313,1.47,1.78,5.914333016121376
750.008,14.895999999999999,1.5433897,0.0236,0.72,0.86,2.0550863379312925
194.8114,14.190399999999999,4.076,0.0504,1.01,1.24,3.1735432873289513
165.256,13.596799999999998,3.4678796,0.0479,1.26,1.64,4.226426722280812
203.07420000000002,11.457599999999998,2.823093,0.0388,0.91,0.86,2.9645763517366346
212.92600000000002,17.2032,4.5111204,0.0584,1.64,1.702,6.247043055765647
756.364,16.576,1.6753728,0.023,1.017,0.93,3.778669540000262
20.59344,3.17744,1.3373508,0.019,0.75,0.84,2.133068257898194
72.7762,12.723199999999999,3.3569866,0.0382,0.661,0.739,1.8668749288966997
422.67400000000004,14.235199999999997,0.882058,0.016623018,0.7876,0.656,2.308017751241254
295.55400000000003,12.208,2.4997,0.035,0.89,0.98,2.671045187505509
921.62,11.984,4.43527,0.058,1.34,1.38,5.16279398506455
1379.252,18.0768,2.4855335,0.0404,1.42,1.503,4.745660943219563
216.104,19.264,3.10129,0.04162,1.18,1.16,3.8073479551047784
171.61200000000002,12.062399999999998,4.01451,0.047,0.82,0.831,2.51851468008827
394.072,12.432,1.4324772,0.0229,0.78,0.765,2.2719920736485957
371.82599999999996,13.776,1.689868,0.0306,1.26,1.34,4.184704344879935
336.86800000000005,16.464,3.9791,0.051,1.14,1.14,3.6946678844035
238.35000000000002,14.111999999999998,3.67724,0.051,1.33,1.64,4.83491394700963
413.14000000000004,13.44,1.211909,0.0225,1.17,1.32,3.6846986976336464
3.629276,1.872528,6.267852,0.06702,1.094,1.1,3.386059586149195
233.9008,17.180799999999998,1.645321,0.0286,1.156,1.254,3.973809046017551
411.2332,12.801599999999999,1.42002504,0.02332,0.838,0.803,2.426588498197618
792.5932000000001,14.044799999999999,1.33711647,0.02153,0.74,0.78,1.9459991829074414
1369.7179999999998,12.2752,2.5079204,0.03783,1.145,1.272,4.271862409540594
1859.1299999999999,17.3824,1.8053949,0.02861,0.896,0.849,2.4797712886069903
1372.8960000000002,12.398399999999999,2.8792319,0.04127,1.128,1.076,3.6431262332397827
212.29040000000003,11.8944,3.506189,0.0423,0.822,0.722,2.4398386176032285
597.4639999999999,19.04,2.032046,0.0352,1.409,1.564,5.275373202006379
117.9038,14.391999999999998,3.71495,0.0474,1.029,1.315,3.117490695702287
378.182,11.300799999999999,1.540731,0.0234,0.719,0.696,1.987850345181153
1207.64,9.072,4.2,0.055,1.24,1.18,4.173791473995396
3082.66,12.655999999999999,1.796,0.03,1.1,1.45,3.3380257333271057
1855.952,11.872,3.31249,0.046,1.3,1.331,4.441957752911019
617.1676,12.510399999999999,15.168865,0.1207,1.026,1.088,3.3320092599633986
19.195120000000003,6.2048000000000005,4.21285367,0.0622,1.21,3.23,4.229095109349943
16.906959999999998,2.8672,9.139703,0.09103,1.204,1.264,4.083828182530823
10.1696,2.2621759999999997,4.11412,0.052,0.94,0.84,2.9154554474378145
13.5065,2.5849599999999997,6.443868,0.06152,0.748,0.726,2.1296121516061666
2.5106200000000003,2.6489119999999997,12.226574,0.09429,0.748,0.726,1.9914409626734395
1064.63,14.559999999999999,4.0782387,0.0561,1.35,1.81,4.511908531732624
19.277748,3.55712,4.07445,0.04457,0.684,0.687,1.807300229335866
325.662372,13.308959999999999,8.350231,0.07191,0.684,0.687,1.9759941706656485
144.91680000000002,8.590399999999999,2.310644,0.0343,1.0,0.963,2.9567914801833224
6.279728,2.41304,2.4919863,0.0287,0.512,0.508,1.409847125524794
1112.3,2.90752,91.68278,0.39,1.03,0.993,3.3415411091421063
15.413300000000001,3.6467199999999997,24.245586,0.1288,0.485,0.476,1.3341428583835464
5.91108,1.6926559999999997,3.444717,0.03826,0.63,0.619,1.8693924365719279
8.320003999999999,2.10784,3.294736,0.037,0.59,0.58,1.535291677267232
8.1039,3.0072,4.30744,0.049,0.87,0.86,2.779597302073821
8.80306,2.5076799999999997,5.904144,0.061,0.87,0.86,2.4737048579035648
5.30726,3.5067199999999996,18.6559,0.131,0.87,0.86,2.877740845122946
14.80948,3.7766399999999996,37.9216,0.211,0.87,0.86,2.6834019819411092
140.1498,11.446399999999999,3.47798,0.0407,0.68,0.739,1.8413618651260633
9.50222,2.72384,4.65382,0.05186,0.859,0.848,2.758036567914996
6.629308,2.7567679999999997,9.15059,0.0814,0.859,0.848,2.570899999722529
13.60184,2.92768,19.98,0.137,0.859,0.848,2.6691769772988767
8.558354,2.408,3.127463,0.0367,0.66,0.65,1.960103054785298
13.1887,2.75744,7.493134,0.0657,0.66,0.65,1.9208068805661316
11.838049999999999,3.1169599999999997,16.608,0.1116,0.66,0.65,1.9444891208511108
4.2299180000000005,2.6174399999999998,10.894841,0.0728,0.45,0.42,1.2747479744157373
2.879268,2.1279999999999997,18.801611,0.1047,0.45,0.42,1.0869121811891886
92.16199999999999,9.184,8.1577094,0.072,0.96,0.92,3.0212511792313106
5879.3,12.208,14.47567,0.095,0.55,0.573,1.554916508443663
94.70439999999999,13.7872,3.9443715,0.0497,1.17,1.664,3.8158170461358125
113.1368,9.419199999999998,4.537164,0.059,1.44,1.412,5.164209634517618
22.827574000000002,3.4271999999999996,2.1097008,0.026,0.97,0.9,3.0153253511199662
753.186,15.635199999999998,4.720219,0.0626,1.464,1.925,5.240548351572277
537.082,16.799999999999997,4.424711,0.058,1.375,1.485,4.6419289160862895
2.5106200000000003,1.35856,1.4520358,0.023,0.59,0.66,1.7706234982777314
3.47991,1.6183999999999998,1.0697564,0.019,0.798,0.793,2.9436987467130513
25.1062,11.880959999999998,6.9561063,0.071,0.987,0.923,2.877764121065333
8.8984,3.9569599999999996,12.9972,0.108,0.981,1.019,2.984213685036647
6.9916,2.0944,7.434162,0.0705,0.843,0.789,2.8363542346536783
4.38564,1.82896,5.971143,0.051,0.49,0.49,1.355609694939243
3.20978,1.27904,1.8805136,0.0208,0.339,0.344,1.1137329634084912
6.6388419999999995,2.0623679999999998,15.532482,0.0849,0.339,0.344,1.0930320150226809
7.318934,2.1784,2.527093,0.0285,0.471,0.469,1.2348394657835018
7.239484000000001,2.46848,18.08816,0.106,0.471,0.469,1.3672832636837924
9.8518,3.8975999999999993,20.772907,0.1438,1.022,0.9662,3.119013896189566
18.30528,3.3402879999999997,52.563491,0.2669,1.022,0.9662,3.0084186636422863
269.1766,11.872,10.180249,0.0903,0.946,1.05,2.899854991478009
797.678,14.055999999999997,5.857487,0.0643,1.249,1.551,4.331144105143938
375.004,14.4032,2.0845435,0.0318,0.948,1.167,2.8578208589835294
314.622,13.876800000000001,5.331751,0.06864,1.517,2.186,5.770678743256348
4.910010000000001,1.78864,0.989343,0.01545,0.502,0.45,1.3113407571740274
387.716,16.6768,4.231306,0.058,1.4352,1.648,5.058063039226303
13.792520000000001,2.05856,10.98462,0.103,1.21,1.316,4.045040182585386
184.32399999999998,10.863999999999999,40.7750145,0.249,1.21,1.316,3.809688008665846
2.7966400000000005,1.4089599999999998,1.7666957,0.0226,0.49,0.46,1.2720007837472571
5.78396,1.904,3.1342788,0.033548,0.54,0.53,1.555874856070115
251.37980000000002,12.1632,2.2554477,0.03524,1.147,1.288,3.577383450747768
28.2842,5.33568,24.283429,0.16,0.984,0.968,2.9208041815908303
26.777828000000003,5.045599999999999,3.49151,0.0391,0.646,0.6243,2.0030215193469565
1719.298,10.808,9.47721,0.0913,1.124,1.774,3.6125307125507744
4.1314,1.6936639999999998,8.303342,0.0742,0.79,0.751,2.3060679553424706
19.068,1.3887999999999998,2.38839,0.0291,0.58,0.55,1.7649654663042467
2.09748,2.11792,4.4929,0.0443,0.58,0.55,1.4199155978924773
4.2903,2.51776,9.0497,0.0707,0.58,0.55,1.4054417413083986
6.80092,3.0576,18.849975,0.1176,0.61,0.6,1.6244033843987502
222.46,15.679999999999998,3.208666,0.04873,1.499,2.172,5.640990044086237
1.5000160000000002,1.151136,1.914558,0.02607,0.65,0.651,1.7700021539824076
4.7701780000000005,1.66768,3.23845,0.037,0.65,0.651,1.872685563317079
3.009566,2.569952,6.5577,0.0592,0.65,0.651,1.8477150195571137
3.858092,2.2052799999999997,9.961881,0.0783,0.65,0.651,1.8905242636065644
7.719362,2.2851359999999996,15.231915,0.1039,0.65,0.651,1.7731915702526153
3.9407200000000002,2.8672,20.7095,0.1275,0.65,0.651,1.7978942788342294
24.089240000000004,2.72832,4.1374386,0.0476,0.807,0.798,1.8862018921668655
5.7884092,2.0888,10.64396,0.078,0.54,0.55,1.4061271264232504
309.5372,11.2,3.7130818,0.04393,0.819,0.773,2.381787652548105
41.314,6.92496,4.53206,0.05578,0.781,0.74,2.1751204668068853
730.9399999999999,12.544,4.8607,0.069,1.04,1.51,3.1594575075904676
68.0092,11.648,9.5739,0.1,1.46,2.02,5.359255051801036
2.19282,1.30928,1.062107,0.0204,0.99,0.94,3.0893315574571902
212.92600000000002,11.088,29.090312,0.1525,0.627,0.607,1.733787318620572
638.7779999999999,13.9664,0.94667944,0.01932,1.072,1.08,3.6678848861821995
54.026,9.072,104.87236,0.48,0.936,0.82,3.0487202566417295
10.29672,2.6375999999999995,3.098331,0.0426,1.074,1.113,3.458221424107795
75.69996,7.963199999999999,9.1270553,0.0875,1.074,1.113,3.7442302215636305
408.6908,11.8048,141.834025,0.5516,1.112,1.075,3.7635291744755293
13.28404,3.3868799999999997,3.3452,0.03,0.342,0.333,1.0404472279464607
133.476,11.2,52.97818,0.3,1.316,1.317,4.535040646381957
1398.3200000000002,12.544,8.872086,0.089,1.32,1.56,4.347187374244809
4.38564,1.8188799999999998,7.768915,0.0632,0.559,0.535,1.5976708573117675
5.0848,2.0383999999999998,10.50534,0.0752,0.54,0.534,1.708800238767748
6.740538,2.46848,6.0784247,0.05006,0.49,0.475,1.473525504504728
4.09962,1.2488,17.774872,0.101,0.465,0.453,1.3764368362398627
